lake_id,lake_name,lake_area (m2),lake_elevation (m),lake_juris_name,lake_max_depth (m),lake_utm_east,lake_utm_north,survey_date,benthic_sample,fish_presence,max_survey_date,ramurasi
71878,,680,2871,YOSEMITE,0.9,266331,4223740,9/10/00,Yes,No,9/10/00,No
71888,,683,2615,YOSEMITE,1.4,268400,4214800,7/23/00,Yes,No,7/23/00,No
71903,,699,2434,YOSEMITE,4,271361,4213900,8/24/00,Yes,No,8/24/00,No
71931,,721,2371,YOSEMITE,2.25,264623,4214200,9/12/00,Yes,No,9/12/00,No
71962,,749,2496,YOSEMITE,0.6,268169,4212730,7/20/00,Yes,No,7/3/10,Yes
71986,,770,2871,YOSEMITE,0.4,267312,4220570,9/11/00,Yes,No,9/11/00,No
71997,,784,2164,YOSEMITE,1.5,252730,4216850,6/28/00,Yes,No,6/28/00,No
71999,,786,1542,YOSEMITE,1.5,248988,4200890,8/5/00,Yes,No,8/5/00,No
72035,,818,3066,YOSEMITE,0.3,298881,4198300,8/23/01,Yes,No,8/23/01,No
72075,,875,2804,YOSEMITE,1,289601,4206690,7/7/00,Yes,No,7/7/00,No
72077,,876,2237,YOSEMITE,1.75,258650,4212240,9/27/00,Yes,Yes,9/27/00,No
72088,,886,2073,YOSEMITE,1.5,252138,4216520,6/27/00,Yes,No,6/27/00,No
72106,,904,3274,YOSEMITE,0.75,293453,4214570,7/23/00,Yes,No,7/23/00,No
72114,,917,3139,YOSEMITE,1.25,283205,4207670,8/26/00,Yes,No,6/28/14,No
72125,,921,2829,YOSEMITE,0.5,279045,4220940,8/18/00,Yes,No,8/18/00,No
72162,,975,2432,YOSEMITE,2,258862,4219840,7/29/00,Yes,No,7/29/00,No
72215,,1048,2274,YOSEMITE,1.1,254865,4218060,7/9/00,Yes,No,8/7/13,No
72228,,1058,1962,YOSEMITE,0.15,259100,4208370,9/6/00,Yes,No,9/6/00,No
72232,,1064,2798,YOSEMITE,1.2,263723,4219600,8/26/00,Yes,No,8/3/12,No
72243,,1082,2871,YOSEMITE,1,265421,4223290,9/10/00,Yes,No,9/10/00,No
72269,,1130,1567,YOSEMITE,0.8,252289,4209820,8/17/00,Yes,No,8/17/00,No
72271,,1138,3066,YOSEMITE,1,294692,4203460,9/13/00,Yes,No,9/13/00,No
72293,,1172,2981,YOSEMITE,3.2,276187,4214960,8/23/00,Yes,No,8/23/00,No
72300,,1185,2896,YOSEMITE,1.5,281933,4205570,8/23/00,Yes,No,8/23/00,No
72311,,1205,3018,YOSEMITE,2.4,301736,4197950,8/22/01,Yes,No,8/22/01,No
72372,,1320,2371,YOSEMITE,1,270200,4211790,7/9/00,Yes,No,7/9/00,No
72388,,1357,2012,YOSEMITE,1.6,249601,4215690,6/24/00,Yes,No,6/24/00,No
72404,,1395,2262,YOSEMITE,1,254851,4217880,7/9/00,Yes,No,8/7/13,No
72419,,1427,1689,YOSEMITE,1.3,254450,4205870,8/6/00,Yes,No,8/6/00,No
72440,,1468,1798,YOSEMITE,0.25,254949,4213140,8/19/00,Yes,No,8/19/00,No
72451,,1502,2176,YOSEMITE,2.4,255817,4216430,7/17/00,Yes,No,7/17/00,No
72460,,1543,1798,YOSEMITE,0.25,255055,4213120,8/19/00,Yes,No,8/19/00,No
72466,,1556,2512,YOSEMITE,1.25,268073,4212880,7/20/00,Yes,No,7/21/12,Yes
72517,,1695,3109,YOSEMITE,5,277521,4222890,8/19/00,Yes,No,8/19/00,No
72553,,1789,2067,YOSEMITE,1.8,251365,4216790,6/27/00,Yes,No,6/27/00,No
72577,,1854,3078,YOSEMITE,5.5,276267,4220740,8/19/00,Yes,No,7/11/14,No
72637,,2061,2883,YOSEMITE,1.4,279292,4208660,8/29/00,Yes,No,8/29/00,No
72647,,2115,1896,YOSEMITE,7.5,258588,4209130,9/6/00,Yes,Yes,9/6/00,No
72672,,2242,2001,YOSEMITE,0.3,261985,4211370,9/8/00,Yes,No,9/8/00,No
72700,,2323,2457,YOSEMITE,5,257552,4219010,7/30/00,Yes,No,7/3/06,Yes
72726,,2462,2688,YOSEMITE,4.5,283355,4204520,8/27/00,Yes,No,8/27/00,No
72738,,2506,1652,YOSEMITE,1.6,253332,4204230,8/6/00,Yes,No,8/15/14,No
72744,,2538,3005,YOSEMITE,1.2,301647,4197730,8/22/01,Yes,No,5/28/07,No
72745,,2542,1750,YOSEMITE,2,254456,4212010,8/18/00,Yes,No,8/18/00,No
72746,,2544,2668,YOSEMITE,0.3,272577,4198970,8/26/01,Yes,No,8/26/01,No
72748,,2555,2444,YOSEMITE,0.6,265781,4192200,6/22/01,Yes,No,6/22/01,No
72750,,2563,1786,YOSEMITE,1.5,255248,4213350,8/19/00,Yes,No,8/19/00,No
72761,,2621,1951,YOSEMITE,0.8,254417,4210230,8/7/00,Yes,No,8/7/00,No
72778,,2662,2201,YOSEMITE,1.3,265278,4207750,7/18/00,Yes,No,7/18/00,No
72827,,2966,2896,YOSEMITE,2,288348,4207300,8/7/00,Yes,No,8/7/00,No
72855,,3196,2262,YOSEMITE,2.1,254496,4217630,7/10/00,Yes,No,8/12/13,No
72865,,3243,2713,YOSEMITE,1.1,267121,4219080,9/22/00,Yes,No,9/22/00,No
72871,,3274,2713,YOSEMITE,0.3,266202,4224600,9/7/00,Yes,Yes,9/7/00,No
72876,,3281,2091,YOSEMITE,5.1,259972,4217960,8/23/00,Yes,No,8/23/00,No
72894,,3398,2896,YOSEMITE,2.75,288155,4208080,7/29/00,Yes,No,7/29/00,No
72906,,3471,3005,YOSEMITE,7.2,275739,4212790,8/27/00,Yes,No,8/27/00,No
72912,,3520,2152,YOSEMITE,2.1,252390,4217350,6/29/00,Yes,No,7/3/06,Yes
72942,,3730,3127,YOSEMITE,1.25,294306,4204380,9/13/00,Yes,No,9/12/12,No
72948,,3783,2676,YOSEMITE,1.5,267773,4219040,9/12/00,Yes,No,8/6/12,Yes
72950,,3794,3027,YOSEMITE,5,293281,4209310,7/19/00,Yes,No,7/19/00,No
72957,,3850,1786,YOSEMITE,2,257712,4214740,8/21/00,Yes,Yes,8/21/00,No
72971,,3968,2103,YOSEMITE,2.2,254645,4215490,7/15/00,Yes,No,7/15/00,No
72978,,4022,3176,YOSEMITE,1.75,293886,4216340,7/22/00,Yes,No,7/22/00,No
72987,,4150,2362,YOSEMITE,6,266319,4213880,7/21/00,Yes,No,7/21/00,No
73001,,4335,2627,YOSEMITE,0.4,287545,4196110,7/13/01,Yes,No,7/13/01,No
73016,,4505,2701,YOSEMITE,5.1,270142,4218520,7/26/00,Yes,No,7/26/00,No
73028,,4684,1754,YOSEMITE,1,263255,4205890,7/14/00,Yes,No,7/14/00,No
73037,,4714,3066,YOSEMITE,1.5,283304,4206950,8/27/00,Yes,No,9/3/14,Yes
73039,,4753,2347,YOSEMITE,2.3,260819,4219470,8/29/00,Yes,Yes,8/29/00,No
73061,,486,2957,YOSEMITE,0.25,267610,4221760,9/11/00,Yes,No,9/11/00,No
73081,,2097,1591,YOSEMITE,4.4,248409,4201240,8/5/00,Yes,No,8/5/00,No
