lake_id,lake_name,lake_area (m2),lake_elevation (m),lake_juris_name,lake_max_depth (m),lake_utm_east,lake_utm_north,survey_date,benthic_sample,fish_presence,max_survey_date,ramurasi
10014, ,6124,3444,KINGS_CANYON,6.5,342120,4121894,7/11/97,Yes,No,8/12/02,No
10015, ,91324,3425,KINGS_CANYON,21,342394,4121678,7/11/97,Yes,No,8/2/12,No
10020, ,126635,3328,KINGS_CANYON,12.5,344238,4114978,8/15/97,Yes,No,8/2/12,No
10030, ,214046,3381,KINGS_CANYON,8,345864,4119208,7/13/97,Yes,Yes,8/2/12,Yes
10034, ,195811,3519,KINGS_CANYON,13.5,350079,4118226,7/17/97,Yes,No,8/14/02,No
10035, ,269367,3517,KINGS_CANYON,14.5,349294,4117911,7/17/97,Yes,No,8/14/02,No
10042, ,84377,3533,KINGS_CANYON,12.5,349921,4116915,7/18/97,Yes,Yes,7/18/97,No
10045, ,35290,3542,KINGS_CANYON,7.75,351072,4116814,8/1/97,Yes,No,9/7/02,No
10050,EVOLUTION LAKE,248363,3308,KINGS_CANYON,13,349510,4114837,7/24/97,Yes,Yes,7/24/97,No
10053, ,43872,3312,KINGS_CANYON,7.5,345380,4114660,8/14/97,Yes,Yes,8/14/97,No
10057, ,28686,3395,KINGS_CANYON,9.5,344998,4113677,8/13/97,Yes,No,9/10/02,No
10061, ,102212,3297,KINGS_CANYON,15.5,346973,4112853,8/9/97,Yes,Yes,8/9/97,No
10062, ,110262,3298,KINGS_CANYON,15,347625,4112555,8/9/97,Yes,Yes,8/9/97,No
10064, ,60681,3322,KINGS_CANYON,15,347337,4112209,8/9/97,Yes,Yes,8/7/12,Yes
10065, ,38850,3432,KINGS_CANYON,16,346817,4111821,8/10/97,Yes,No,8/8/12,No
10070,SAPPHIRE LAKE,152316,3342,KINGS_CANYON,13,349548,4112745,7/26/97,Yes,Yes,7/26/97,No
10073, ,149705,3534,KINGS_CANYON,30,351165,4113634,7/26/97,Yes,No,9/8/02,No
10077, ,47759,3474,KINGS_CANYON,6.5,350907,4112088,7/27/97,Yes,No,8/31/11,No
10081, ,123149,3483,KINGS_CANYON,22,353905,4110554,9/8/97,Yes,No,8/6/16,Yes
10083,DAVIS LAKE,438534,3370,KINGS_CANYON,23.5,347185,4110513,7/15/97,Yes,Yes,8/7/12,Yes
10085, ,64559,3408,KINGS_CANYON,16.2,346622,4110119,7/16/97,Yes,No,8/2/02,No
10090,WANDA LAKE,716908,3483,KINGS_CANYON,30,349647,4109657,7/30/97,Yes,No,7/31/16,Yes
10094,HELEN LAKE,314022,3541,KINGS_CANYON,30,352197,4109396,9/6/97,Yes,No,8/14/15,No
10104, ,48636,3542,KINGS_CANYON,14.8,345982,4109409,7/27/97,Yes,No,7/30/02,No
10112, ,21936,3493,KINGS_CANYON,4,345763,4108357,7/12/97,Yes,No,8/1/02,No
10114, ,65522,3409,KINGS_CANYON,28.5,345647,4107585,7/11/97,Yes,No,8/4/12,No
10115,MARTHA LAKE,541754,3354,KINGS_CANYON,30,345501,4106775,7/10/97,Yes,Yes,7/31/02,No
10145, ,107362,3552,KINGS_CANYON,30,354847,4105981,8/17/97,Yes,No,8/17/97,No
10147, ,36245,3405,KINGS_CANYON,10.2,354694,4104920,8/19/97,Yes,No,8/24/02,No
10192, ,21808,3505,KINGS_CANYON,18.2,355676,4106066,8/18/97,Yes,No,8/18/97,No
10193,HESTER LAKE,56086,3431,KINGS_CANYON,30,355659,4106446,8/18/97,Yes,No,9/3/11,Yes
10196, ,65700,3320,KINGS_CANYON,18.4,356068,4101894,8/22/97,Yes,No,8/15/17,Yes
10198, ,22163,3298,KINGS_CANYON,12.5,356070,4101480,8/21/97,Yes,No,8/15/17,Yes
10203, ,20957,3432,KINGS_CANYON,15.4,360927,4103826,7/14/97,Yes,No,8/7/02,No
10204, ,31004,3383,KINGS_CANYON,17.2,361307,4103946,7/14/97,Yes,No,8/27/02,No
10206, ,29262,3388,KINGS_CANYON,12.8,362773,4103858,7/15/97,Yes,No,8/26/16,Yes
10216, ,37024,3444,KINGS_CANYON,9,362367,4106390,7/9/97,Yes,Yes,7/15/12,Yes
10217, ,47745,3471,KINGS_CANYON,14,362616,4106834,6/29/97,Yes,Yes,7/17/12,Yes
10219, ,42812,3456,KINGS_CANYON,9,362197,4107360,6/29/97,Yes,Yes,6/14/12,Yes
10223, ,40331,3495,KINGS_CANYON,14.8,363665,4105430,7/12/97,Yes,No,8/25/16,Yes
10225, ,28515,3493,KINGS_CANYON,12.5,364354,4104965,7/16/97,Yes,No,8/26/16,Yes
10230, ,142958,3554,KINGS_CANYON,10.3,366588,4104305,7/26/97,Yes,No,8/27/16,Yes
10234,DUMBBELL LAKE,131926,3478,KINGS_CANYON,30,365940,4097118,8/22/97,Yes,Yes,8/27/02,No
10235, ,159511,3386,KINGS_CANYON,26,365074,4096513,8/22/97,Yes,Yes,8/22/97,No
10240, ,41713,3341,KINGS_CANYON,9,364380,4097647,8/24/97,Yes,Yes,8/7/04,Yes
10247, ,23180,3322,KINGS_CANYON,18.1,362783,4098072,8/4/97,Yes,No,9/3/10,Yes
10250, ,23561,3335,KINGS_CANYON,19.3,362947,4099395,8/5/97,Yes,No,9/3/10,Yes
10263, ,48464,3450,KINGS_CANYON,13.2,369014,4099957,7/28/97,Yes,No,8/28/16,Yes
10267, ,119548,3527,KINGS_CANYON,27.5,367282,4098902,7/30/97,Yes,No,8/31/10,Yes
10268, ,25207,3469,KINGS_CANYON,3.2,367125,4097957,8/1/97,Yes,No,8/30/10,Yes
10269, ,137772,3447,KINGS_CANYON,22.1,366912,4097609,8/1/97,Yes,No,8/30/10,Yes
10272, ,40980,3539,KINGS_CANYON,4.3,368891,4097800,7/20/97,Yes,No,7/24/09,Yes
10273, ,6667,3600,KINGS_CANYON,3.8,369122,4098260,7/21/97,Yes,No,8/10/02,No
10274, ,219329,3534,KINGS_CANYON,11,371641,4099005,7/17/97,Yes,Yes,7/22/09,Yes
10276, ,45771,3500,KINGS_CANYON,6,371759,4097875,8/2/97,Yes,No,8/14/16,Yes
10277, ,33073,3500,KINGS_CANYON,15,371605,4097564,8/2/97,Yes,Yes,8/14/16,Yes
10289, ,36656,3380,KINGS_CANYON,5,367233,4094210,8/9/97,Yes,Yes,8/25/02,No
10291, ,39427,3370,KINGS_CANYON,6,367530,4093893,8/9/97,Yes,Yes,8/25/02,No
10294, ,80815,3300,KINGS_CANYON,14,367994,4092141,9/13/97,Yes,Yes,8/28/02,No
10295, ,50316,3400,KINGS_CANYON,9,367308,4091976,9/14/97,Yes,No,8/27/07,Yes
10302, ,21460,3469,KINGS_CANYON,7.5,369789,4089061,8/12/97,Yes,No,8/3/07,Yes
10308, ,40073,3478,KINGS_CANYON,11,373233,4092093,8/9/97,Yes,Yes,7/25/09,Yes
10309, ,85085,3470,KINGS_CANYON,23.5,373676,4091952,8/9/97,Yes,Yes,7/25/09,Yes
10319, ,40561,3550,KINGS_CANYON,3.5,373610,4089991,8/15/97,Yes,No,8/12/16,Yes
10329, ,43184,3369,KINGS_CANYON,10.5,376336,4087163,8/23/97,Yes,No,9/10/11,Yes
10330, ,32734,3491,KINGS_CANYON,6.1,374658,4087115,8/20/97,Yes,Yes,9/10/11,Yes
10410, ,21076,3560,KINGS_CANYON,15,371588,4077174,9/13/97,Yes,No,8/2/02,No
10423, ,90015,3353,KINGS_CANYON,21,373474,4074168,9/9/97,Yes,No,9/5/17,Yes
10426, ,57480,3436,KINGS_CANYON,16,372156,4073688,9/11/97,Yes,No,9/11/97,No
10504, ,31608,3328,KINGS_CANYON,12,362560,4090732,8/28/97,Yes,No,8/7/13,No
10515, ,60811,3545,KINGS_CANYON,22,370854,4101668,7/15/97,Yes,No,7/15/97,No
10516, ,26174,3560,KINGS_CANYON,12,367770,4095943,8/8/97,Yes,No,8/25/02,No
10517,CARDINAL LAKE,154440,3493,KINGS_CANYON,23,372904,4095782,8/4/97,Yes,Yes,7/24/09,Yes
20027,,64347,3188,SEQUOIA,6.4,361632,4047253,7/30/01,Yes,Yes,7/30/01,No
20275,,10138,3237,SEQUOIA,6.25,366870,4025976,6/22/01,Yes,No,8/7/11,Yes
20277,,16026,3310,SEQUOIA,12.25,366642,4025318,6/22/01,Yes,No,6/24/02,No
20278,,6934,3343,SEQUOIA,3.5,366960,4024103,6/22/01,Yes,No,9/7/16,Yes
21390,,2851,3237,SEQUOIA,1.4,366529,4026111,6/21/01,Yes,No,8/7/11,Yes
40029,BLUE JAY LAKE #3,8808,3334,SIERRA_NF,6.5,334153,4146200,8/11/96,Yes,No,9/3/02,Yes
40030,BLUE JAY LAKE #4,14344,3340,SIERRA_NF,9.75,334321,4145950,8/11/96,Yes,No,8/11/96,No
40114,GRUFF LAKE,2832,3443,SIERRA_NF,2.5,340690,4131370,8/19/96,Yes,No,8/19/96,No
40125,HILGARD LAKE,35288,3486,SIERRA_NF,18,337124,4137180,9/5/96,Yes,No,9/5/96,No
40150,HOOPAH LAKE,7106,3346,SIERRA_NF,4.5,338681,4126580,8/31/96,Yes,No,8/31/96,No
40182,MIST LAKE,28752,3331,SIERRA_NF,5.25,337414,4138790,8/20/96,Yes,No,8/20/96,No
40205,PEMMICAN LAKE,8082,3273,SIERRA_NF,4,339059,4125300,9/1/96,Yes,No,7/29/02,No
40224,"FIRST RECESS LAKE, LOWER",10937,3364,SIERRA_NF,6.25,335486,4140570,8/22/96,Yes,No,8/22/96,No
40225,"FIRST RECESS LAKE, UPPER",12179,3428,SIERRA_NF,3.5,335506,4139920,8/22/96,Yes,No,8/22/96,No
40246,SEVEN GABLES LAKE #5,4456,3334,SIERRA_NF,4,339405,4130770,8/21/96,Yes,No,8/21/96,No
40247,SEVEN GABLES LAKE #6,14162,3334,SIERRA_NF,3.5,339469,4130580,8/21/96,Yes,No,8/21/96,No
40248,SEVEN GABLES LAKE #7,3430,3334,SIERRA_NF,1,339519,4130410,8/21/96,Yes,No,8/21/96,No
40270,STUB LAKE,24649,3309,SIERRA_NF,5,338574,4131510,8/21/96,Yes,No,8/21/96,No
40275,TETHER LAKE,4325,3382,SIERRA_NF,2.5,338329,4127010,8/29/96,Yes,No,7/29/02,Yes
41001, ,7538,3212,SIERRA_NF,5.5,338887,4124870,9/1/96,Yes,No,9/1/96,No
41203, ,81956,3323,SIERRA_NF,20,340947,4122980,8/4/96,Yes,No,8/4/96,No
41204, ,7080,3291,SIERRA_NF,9.5,340664,4123160,8/4/96,Yes,No,8/4/96,No
41205, ,12836,3469,SIERRA_NF,8.5,341098,4121960,8/3/96,Yes,No,8/12/02,Yes
41206, ,20890,3469,SIERRA_NF,12.5,340906,4122110,8/3/96,Yes,No,8/12/02,Yes
41207, ,2071,3455,SIERRA_NF,2.4,340740,4122190,8/3/96,Yes,No,8/12/02,Yes
41208, ,5243,3455,SIERRA_NF,2.4,340673,4122270,8/2/96,Yes,No,8/12/02,Yes
41209, ,8394,3443,SIERRA_NF,4.1,340507,4122440,8/2/96,Yes,No,8/12/02,Yes
42207, ,2212,3308,SIERRA_NF,3.1,340565,4123330,8/5/96,Yes,No,8/5/96,No
50126,ALSACE LAKE,194932,3401,SIERRA_NF,19.3,344946,4127620,8/27/95,Yes,Yes,8/17/04,Yes
50130,CHEVAUX LAKE,21925,3376,SIERRA_NF,6.1,344480,4127110,8/26/95,Yes,Yes,8/26/95,No
50138,DESOLATION LAKE,878016,3466,SIERRA_NF,21,348771,4126630,8/28/95,Yes,Yes,8/28/95,No
50141,ELBA LAKE,71337,3321,SIERRA_NF,5.2,345863,4128690,8/24/95,Yes,Yes,8/24/95,No
50143,FORSAKEN LAKE,26932,3517,SIERRA_NF,6.25,349977,4126610,8/29/95,Yes,Yes,8/29/95,No
50149,FRENCH LAKE,245618,3433,SIERRA_NF,18.5,347658,4131060,9/12/95,Yes,Yes,9/12/95,No
50150,"FRENCH LAKE, LITTLE",13797,3462,SIERRA_NF,5,348216,4130780,9/12/95,Yes,Yes,9/12/95,No
50155,GOLDEN LAKE,114207,3350,SIERRA_NF,21,343789,4146310,9/6/95,Yes,Yes,7/16/02,Yes
50156,GOLDEN TROUT LAKE,98033,3287,SIERRA_NF,10.1,347419,4122980,8/27/95,Yes,Yes,8/27/95,No
50157,"GOLDEN TROUT LAKE, UPPER",15901,3297,SIERRA_NF,2.2,347791,4123060,8/27/95,Yes,Yes,8/27/95,No
50170,KNOB LAKE,34055,3358,SIERRA_NF,4.5,344990,4125900,8/24/95,Yes,Yes,6/26/12,Yes
50171,L LAKE,142722,3388,SIERRA_NF,4.7,347421,4129070,8/23/95,Yes,Yes,8/23/95,No
50173,LA TETE LAKE,10721,3504,SIERRA_NF,4.5,348772,4130410,9/13/95,Yes,No,6/26/12,No
50178,LORRAINE LAKE,22438,3431,SIERRA_NF,8.9,346218,4127390,8/27/95,Yes,Yes,8/27/95,No
50185,MESA LAKE,118915,3444,SIERRA_NF,5.75,347457,4125960,8/27/95,Yes,Yes,7/30/02,No
50186,MOON LAKE,82541,3352,SIERRA_NF,12,346690,4128710,8/23/95,Yes,Yes,8/23/95,No
50188,NEEDLE LAKE,11175,3462,SIERRA_NF,3,342963,4144710,9/11/95,Yes,Yes,9/11/95,No
50192,PARIS LAKE,103308,3437,SIERRA_NF,10.1,345695,4127570,8/25/95,Yes,Yes,8/25/95,No
50193,"PETITE LAKE, LOWER",9799,3504,SIERRA_NF,7,348469,4130260,9/13/95,Yes,No,8/26/11,No
50194,"PETITE LAKE, UPPER",5678,3504,SIERRA_NF,6.5,348638,4130210,9/13/95,Yes,No,6/26/12,Yes
50196,PIONEER LAKE #1,22518,3169,SIERRA_NF,6.1,341101,4147170,9/14/95,Yes,Yes,9/14/95,No
50197,PIONEER LAKE #1A,2129,3230,SIERRA_NF,2,341591,4147760,9/12/95,Yes,Yes,6/26/02,Yes
50198,PIONEER LAKE #2,46908,3303,SIERRA_NF,5,340439,4147610,9/13/95,Yes,Yes,9/13/95,No
50199,PIONEER LAKE #2A,24231,3303,SIERRA_NF,11.5,340354,4148010,9/13/95,Yes,Yes,9/13/95,No
50202,PIONEER LAKE #4A,8856,3486,SIERRA_NF,6.5,342250,4148610,7/26/96,Yes,No,7/26/96,No
50203,PIONEER LAKE #4B,4248,3498,SIERRA_NF,3.75,342388,4148410,7/26/96,Yes,No,7/26/96,No
50204,PIONEER LAKE #4C,7097,3571,SIERRA_NF,4.1,342311,4148090,7/26/96,Yes,No,7/17/02,No
50207,PUPPET LAKE,206549,3422,SIERRA_NF,5.3,346196,4128020,8/25/95,Yes,Yes,8/25/95,No
50216,RUST LAKE,16845,3542,SIERRA_NF,6.6,348649,4128850,8/29/95,Yes,Yes,7/18/02,Yes
50219,SQUARE LAKE,13765,3444,SIERRA_NF,3.5,346869,4125800,8/27/95,Yes,Yes,6/26/12,Yes
50221,STAR LAKE,148179,3474,SIERRA_NF,17,347564,4128020,8/28/95,Yes,Yes,8/28/95,No
50225,WAHOO LAKE #3,22168,3449,SIERRA_NF,6,347938,4121410,8/17/96,Yes,No,8/17/96,No
50227,WEDGE LAKE,16064,3468,SIERRA_NF,3.25,348109,4126500,8/27/95,Yes,No,8/27/95,No
50228, ,4314,3309,SIERRA_NF,3,342681,4146990,9/12/95,Yes,No,9/12/95,No
50237,BIG FISH LAKE,17037,3224,INYO_NF,5.5,344605,4141460,8/9/95,Yes,Yes,8/9/95,No
50247,BIRCHIM LAKE,19035,3132,INYO_NF,8,346020,4134910,7/30/95,Yes,Yes,7/30/95,No
50255,BOX LAKE,56871,3206,INYO_NF,12,344773,4142350,7/22/96,Yes,Yes,7/22/96,No
50258,BUCK LAKE,17268,3541,INYO_NF,17,348786,4141720,8/6/95,Yes,Yes,8/6/95,No
50261,"CHALFANT LAKE, LOWER",15018,3395,INYO_NF,11.5,344305,4134840,8/18/95,Yes,Yes,7/21/02,No
50262,"CHALFANT LAKE, UPPER",31681,3401,INYO_NF,4,343978,4134930,8/17/95,Yes,Yes,8/17/95,No
50263,CHICKENFOOT LAKE,100896,3288,INYO_NF,9.5,344839,4140640,8/11/95,Yes,Yes,8/11/95,No
50277,DADE LAKE,24797,3523,INYO_NF,5,343821,4138470,7/23/96,Yes,Yes,7/23/96,No
50279,DOG LEG LAKE,10618,3157,INYO_NF,3.75,349014,4145720,8/3/95,Yes,No,8/3/95,No
50281,DOROTHY LAKE,28936,3193,INYO_NF,3.5,349661,4144920,8/2/95,Yes,No,8/2/95,No
50283,EASTERN BROOK LAKE #1,15161,3145,INYO_NF,6.5,345886,4144550,7/26/95,Yes,No,7/26/95,No
50284,EASTERN BROOK LAKE #2,44008,3157,INYO_NF,9,345829,4144130,7/26/95,Yes,No,6/22/11,No
50291,EMERSON LAKE,26852,3419,INYO_NF,10.5,352103,4121700,8/21/95,Yes,Yes,8/21/95,No
50292,FINCH LAKE,9328,3254,INYO_NF,7,346291,4138030,8/1/96,Yes,No,8/1/96,No
50301,FRANCIS LAKE,12264,3315,INYO_NF,3,347991,4144320,8/10/95,Yes,Yes,8/10/95,No
50304,GABLE LAKE #1,8332,3157,INYO_NF,8.5,350158,4133040,8/8/95,Yes,Yes,8/14/04,Yes
50305,GABLE LAKE #2,24082,3169,INYO_NF,18.5,349889,4132850,8/8/95,Yes,Yes,8/14/04,Yes
50308,GABLE LAKE #5,8080,3401,INYO_NF,5.75,350458,4131980,8/8/96,Yes,No,6/18/02,No
50312,"GEM LAKE, LOWER",7760,3328,INYO_NF,2,344553,4139820,8/12/95,Yes,Yes,8/12/95,No
50313,"GEM LAKE, MIDDLE",6669,3334,INYO_NF,3.5,344459,4139790,8/11/95,Yes,Yes,8/11/95,No
50314,"GEM LAKE, UPPER",26984,3334,INYO_NF,7,344337,4139580,8/11/95,Yes,Yes,8/11/95,No
50316,GOLDEN LAKE,10499,3291,INYO_NF,3.5,345149,4133340,8/2/95,Yes,Yes,8/2/95,No
50317,LITTLE GOLDEN LAKE,8227,3340,INYO_NF,5,345520,4133310,8/2/95,Yes,No,8/2/95,No
50326,GRASS LAKE,8289,2998,INYO_NF,2,355310,4120210,8/7/95,Yes,Yes,8/7/95,No
50330,HALFMOON TARNS,1654,3059,INYO_NF,4.5,345714,4146750,8/9/95,Yes,Yes,8/9/95,No
50331,HEART LAKE,29506,3181,INYO_NF,5.5,344747,4142770,7/26/95,Yes,Yes,7/26/95,No
50337,HIDDEN LAKE,6360,3248,INYO_NF,1.25,347115,4138820,9/14/95,Yes,Yes,9/14/95,No
50339,HIDDEN LAKE #1,1949,3199,INYO_NF,1.5,345255,4143530,8/16/95,Yes,No,8/16/95,No
50340,HIDDEN LAKE #2,1597,3230,INYO_NF,4,345294,4143270,7/27/95,Yes,No,7/27/95,No
50341,HIDDEN LAKE #3,7157,3199,INYO_NF,4,345150,4142750,7/26/95,Yes,No,7/26/95,No
50342,HIDDEN LAKE #4,2786,3199,INYO_NF,1.75,345024,4142720,7/26/95,Yes,No,7/26/95,No
50343,HIDDEN LAKE #5,2152,3199,INYO_NF,2,344967,4142630,7/26/95,Yes,No,7/26/95,No
50346,HONEYMOON LAKE,35930,3169,INYO_NF,15,345568,4133980,8/1/95,Yes,Yes,8/1/95,No
50347,HORTON LAKE #1,6658,2986,INYO_NF,2,352960,4131430,7/31/95,Yes,Yes,7/31/95,No
50348,HORTON LAKE #2,70102,3029,INYO_NF,9,352372,4131290,7/31/95,Yes,Yes,6/30/02,No
50356,KENNETH LAKE,12839,3169,INYO_NF,2.5,348483,4145360,8/10/95,Yes,Yes,8/10/95,No
50357,"LAMARCK LAKE, UPPER",162783,3327,INYO_NF,30,353509,4119480,8/9/95,Yes,Yes,8/9/95,No
50358,"LAMARCK LAKE, LOWER",62999,3249,INYO_NF,30,354256,4120240,8/8/95,Yes,Yes,8/8/95,No
50360,LITTLE FISH LAKE,9620,3222,INYO_NF,2.67,344779,4141620,8/9/95,Yes,Yes,8/9/95,No
50361,LOCH LEVEN LAKE,44656,3274,INYO_NF,11,353157,4121830,8/18/95,Yes,Yes,8/18/95,No
50365,LONG LAKE,97515,3212,INYO_NF,10,344311,4141320,8/8/95,Yes,Yes,8/8/95,No
50367,LOST LAKE,15542,3199,INYO_NF,3.5,345054,4142430,7/26/95,Yes,Yes,7/13/02,No
50368,MACK LAKE,22770,3151,INYO_NF,7.5,345099,4143730,7/27/95,Yes,Yes,7/27/95,No
50372,MARSH LAKE,18167,3169,INYO_NF,1.5,344893,4143100,7/25/95,Yes,Yes,7/25/95,No
50374,LONGLEY RESERVOIR,42499,3260,INYO_NF,11,352739,4127690,9/5/95,Yes,Yes,9/5/95,No
50382,"MORGAN LAKE, LOWER",48212,3260,INYO_NF,17,346582,4139060,9/13/95,Yes,Yes,9/13/95,No
50383,"MORGAN LAKE, MIDDLE",8995,3321,INYO_NF,5,345861,4139150,9/13/95,Yes,No,9/13/95,No
50384,"MORGAN LAKE, UPPER",19175,3335,INYO_NF,19,345550,4139400,9/13/95,Yes,Yes,7/7/02,No
50391,PATRICIA LAKE,20164,3181,INYO_NF,4,345471,4147880,8/8/95,Yes,No,8/8/95,No
50395,PINE LAKE,63911,3029,INYO_NF,17,346889,4135340,7/30/95,Yes,Yes,7/30/95,No
50396,"PINE LAKE, UPPER",54736,3096,INYO_NF,5.5,346335,4134410,7/31/95,Yes,Yes,7/31/95,No
50397,PIUTE LAKE,87426,3339,INYO_NF,12.5,351730,4122280,8/20/95,Yes,Yes,8/20/95,No
50404,RUBY LAKE,145268,3389,INYO_NF,21,343325,4142390,9/5/95,Yes,Yes,9/5/95,No
50415,SECRET LAKE,6460,3181,INYO_NF,3.5,349181,4145540,8/3/95,Yes,No,8/3/95,No
50416,SERENE LAKE,16474,3121,INYO_NF,8.5,345683,4144930,7/30/95,Yes,Yes,7/30/95,No
50417,SKY HIGH LAKE,68683,3553,INYO_NF,22,351837,4119320,9/28/96,Yes,No,9/28/96,No
50428,TAMARACK LAKE,40409,3529,INYO_NF,22.5,348725,4141930,9/6/95,Yes,Yes,9/6/95,No
50446,TREASURE LAKE #1,13543,3407,INYO_NF,7,343811,4139600,9/8/95,Yes,Yes,9/8/95,No
50447,TREASURE LAKE #2,26999,3407,INYO_NF,7,343731,4139350,9/8/95,Yes,Yes,9/8/95,No
50448,TREASURE LAKE #3,5461,3419,INYO_NF,6,343684,4139690,9/9/95,Yes,Yes,9/9/95,No
50449,TREASURE LAKE #4,29276,3419,INYO_NF,4,343541,4139440,9/9/95,Yes,Yes,9/9/95,No
50466,WISHBONE LAKE,14217,3498,INYO_NF,9.5,352462,4118980,9/28/96,Yes,No,9/28/96,No
50467,WONDER LAKE #1,3562,3264,INYO_NF,3,354104,4120460,8/9/95,Yes,Yes,8/9/95,No
50468,WONDER LAKE #2,19612,3321,INYO_NF,9.3,353616,4120560,9/4/95,Yes,Yes,9/4/95,No
50469,WONDER LAKE #3,14164,3370,INYO_NF,5,353029,4120560,9/5/95,Yes,Yes,9/5/95,No
50481,BALDWIN LAKE,10986,3344,INYO_NF,5.5,337076,4154120,9/5/95,Yes,No,9/5/95,No
50488,BIGHORN LAKE,24888,3230,INYO_NF,12,333890,4155240,8/14/95,Yes,Yes,8/14/95,No
50496,BRIGHT DOT LAKE,107411,3210,INYO_NF,24,335535,4156990,8/29/95,Yes,Yes,8/29/95,No
50498,BUNNY LAKE,12878,3330,INYO_NF,7.5,332270,4156480,8/17/95,Yes,Yes,6/22/02,No
50516,CONSTANCE LAKE,130558,3290,INYO_NF,30,334929,4154010,8/31/95,Yes,Yes,6/23/02,No
50538,EDITH LAKE,71887,3090,INYO_NF,30,332887,4158150,9/12/95,Yes,Yes,9/12/95,No
50545,FLAG LAKE,4477,3208,INYO_NF,2.5,341098,4155190,9/3/96,Yes,No,9/3/96,No
50560,GOLDEN LAKE,31251,3157,INYO_NF,7,338679,4151180,8/17/95,Yes,Yes,8/17/95,No
50562,GRASS LAKE,10439,2994,INYO_NF,4,339530,4152690,8/15/95,Yes,Yes,8/15/95,No
50576,DAVIS LAKE,266603,2989,INYO_NF,5,344468,4151930,7/31/95,Yes,Yes,7/31/95,No
50577,HILTON LAKE #2,171219,3002,INYO_NF,12,344570,4150730,7/31/95,Yes,Yes,7/31/95,No
50578,HILTON LAKE #3,67800,3139,INYO_NF,13,344665,4149920,8/2/95,Yes,Yes,8/2/95,No
50579,HILTON LAKE #4,65225,3155,INYO_NF,15,343967,4149740,8/2/95,Yes,Yes,8/2/95,No
50581,HILTON LAKE #6,6367,3260,INYO_NF,2.8,344096,4148920,8/3/95,Yes,Yes,8/3/95,No
50622,BIG MCGEE LAKE,135886,3199,INYO_NF,30,337285,4150670,8/18/95,Yes,Yes,8/18/95,No
50626,MILDRED LAKE,59456,2970,INYO_NF,15,334435,4157090,8/15/95,Yes,Yes,8/15/95,No
50648,ROUND LAKE,7337,3030,INYO_NF,3.5,338664,4152190,8/16/95,Yes,Yes,8/16/95,No
50666,STEELHEAD LAKE,82147,3139,INYO_NF,25,340025,4151820,8/16/95,Yes,Yes,8/16/95,No
50697,WIT-SO-NA-PAH LAKE,15500,3225,INYO_NF,16,334277,4154820,8/15/95,Yes,Yes,8/15/95,No
50703,SUMMIT LAKE,19739,3624,SIERRA_NF,8.9,343471,4144260,9/5/95,Yes,Yes,9/5/95,No
50704,SUMMIT LAKE,31599,3420,SIERRA_NF,3,350084,4122810,9/1/95,Yes,Yes,8/17/03,No
50706,STEELHEAD LAKE,231639,3462,SIERRA_NF,19,348259,4129630,8/30/95,Yes,Yes,8/30/95,No
50708,TOMAHAWK LAKE,96488,3396,SIERRA_NF,8.25,346868,4124870,8/26/95,Yes,Yes,8/26/95,No
50709,TOUGH LAKE,9457,3248,SIERRA_NF,5,340128,4144200,8/22/96,Yes,No,7/18/02,Yes
50710,TRAIL LAKE,23073,3393,SIERRA_NF,14.1,343027,4145220,9/5/95,Yes,Yes,9/5/95,No
50731,SLEET LAKE,9404,3359,SIERRA_NF,6,341806,4144090,8/20/96,Yes,No,7/17/02,Yes
50735,LITTLE LAMARCK LAKE #1,6868,3484,INYO_NF,6,352766,4120310,9/7/95,Yes,No,8/21/14,Yes
50736,LITTLE LAMARCK LAKE #2,5161,3516,INYO_NF,4,352538,4120430,9/7/95,Yes,No,9/11/02,Yes
50737,LITTLE LAMARCK LAKE #3,6937,3516,INYO_NF,8,352429,4120490,9/6/95,Yes,No,7/14/11,No
50738,LITTLE LAMARCK LAKE #4,14482,3516,INYO_NF,9,352260,4120310,9/6/95,Yes,No,7/14/11,Yes
50739,LITTLE LAMARCK LAKE #5,2579,3516,INYO_NF,6,352213,4120410,9/6/95,Yes,No,9/11/02,Yes
50740,LITTLE LAMARCK LAKE #6,5133,3516,INYO_NF,3,351993,4120320,9/7/95,Yes,No,9/7/95,No
50741,LITTLE LAMARCK LAKE #7,5473,3529,INYO_NF,0.5,351851,4120430,9/7/95,Yes,No,9/7/95,No
50768, ,11349,3206,INYO_NF,6.5,349606,4134210,8/11/95,Yes,No,8/11/95,No
50770, ,3855,2986,INYO_NF,1.8,355705,4120580,8/7/95,Yes,No,8/7/95,No
50782, ,10550,3553,SIERRA_NF,9.4,340660,4129590,9/8/96,Yes,No,9/8/96,No
51012, ,1125,3285,SIERRA_NF,0.45,347276,4123640,8/28/95,Yes,No,8/28/95,No
51016, ,6739,3285,SIERRA_NF,2,346916,4123100,8/28/95,Yes,Yes,8/28/95,No
51017, ,1339,3288,SIERRA_NF,0.9,347020,4123130,8/28/95,Yes,No,8/28/95,No
51019, ,1890,3297,SIERRA_NF,0.35,347396,4123310,8/28/95,Yes,No,8/28/95,No
51020, ,1110,3297,SIERRA_NF,0.5,347452,4123390,8/29/95,Yes,No,8/29/95,No
51021, ,1245,3297,SIERRA_NF,1,347638,4123260,8/29/95,Yes,No,8/29/95,No
